Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
1882,25630,IDP_dMRI_ProbtrackX_L3_cgh_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.45E-01,1.76E-02
1883,25631,IDP_dMRI_ProbtrackX_L3_cst_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.53E-01,2.05E-02
1884,25632,IDP_dMRI_ProbtrackX_L3_cst_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.94E-01,2.06E-02
1885,25633,IDP_dMRI_ProbtrackX_L3_fma,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract forceps major (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.24E-01,2.11E-02
1886,25634,IDP_dMRI_ProbtrackX_L3_fmi,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract forceps minor (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.71E-01,2.84E-02
1887,25635,IDP_dMRI_ProbtrackX_L3_ifo_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.88E-01,2.91E-02
1888,25636,IDP_dMRI_ProbtrackX_L3_ifo_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.95E-01,2.95E-02
1889,25637,IDP_dMRI_ProbtrackX_L3_ilf_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.83E-01,2.93E-02
1890,25638,IDP_dMRI_ProbtrackX_L3_ilf_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.86E-01,2.88E-02
1891,25639,IDP_dMRI_ProbtrackX_L3_mcp,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract middle cerebellar peduncle (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.00E-01,1.64E-02
1892,25640,IDP_dMRI_ProbtrackX_L3_ml_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,9.79E-02,1.54E-02
1893,25641,IDP_dMRI_ProbtrackX_L3_ml_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.04E-01,1.60E-02
1894,25642,IDP_dMRI_ProbtrackX_L3_ptr_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.03E-01,2.17E-02
1895,25643,IDP_dMRI_ProbtrackX_L3_ptr_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.01E-01,2.31E-02
1896,25644,IDP_dMRI_ProbtrackX_L3_slf_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,3.20E-01,2.92E-02
1897,25645,IDP_dMRI_ProbtrackX_L3_slf_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,3.26E-01,2.94E-02
1898,25646,IDP_dMRI_ProbtrackX_L3_str_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.25E-01,2.51E-02
1899,25647,IDP_dMRI_ProbtrackX_L3_str_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.29E-01,2.44E-02
1900,25648,IDP_dMRI_ProbtrackX_L3_unc_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.20E-01,2.30E-02
1901,25649,IDP_dMRI_ProbtrackX_L3_unc_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.62E-01,2.41E-02
1902,25344,IDP_dMRI_TBSS_ICVF_Middle_cerebellar_peduncle,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.11E-01,3.01E-02
1903,25345,IDP_dMRI_TBSS_ICVF_Pontine_crossing_tract,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,1.80E-01,2.27E-02
1904,25346,IDP_dMRI_TBSS_ICVF_Genu_of_corpus_callosum,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.89E-01,3.59E-02
1905,25347,IDP_dMRI_TBSS_ICVF_Body_of_corpus_callosum,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.71E-01,3.79E-02
1906,25348,IDP_dMRI_TBSS_ICVF_Splenium_of_corpus_callosum,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.52E-01,3.26E-02
1907,25349,IDP_dMRI_TBSS_ICVF_Fornix,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in fornix on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,1.65E-01,2.10E-02
1908,25350,IDP_dMRI_TBSS_ICVF_Corticospinal_tract_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,1.45E-01,2.30E-02
1909,25351,IDP_dMRI_TBSS_ICVF_Corticospinal_tract_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,1.65E-01,2.32E-02
1910,25352,IDP_dMRI_TBSS_ICVF_Medial_lemniscus_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.24E-01,2.10E-02
1911,25353,IDP_dMRI_TBSS_ICVF_Medial_lemniscus_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.15E-01,2.04E-02
1912,25354,IDP_dMRI_TBSS_ICVF_Inferior_cerebellar_peduncle_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.89E-01,2.73E-02
1913,25355,IDP_dMRI_TBSS_ICVF_Inferior_cerebellar_peduncle_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.96E-01,2.71E-02
1914,25356,IDP_dMRI_TBSS_ICVF_Superior_cerebellar_peduncle_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.98E-01,2.40E-02
1915,25357,IDP_dMRI_TBSS_ICVF_Superior_cerebellar_peduncle_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.94E-01,2.38E-02
1916,25358,IDP_dMRI_TBSS_ICVF_Cerebral_peduncle_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.83E-01,2.77E-02
1917,25359,IDP_dMRI_TBSS_ICVF_Cerebral_peduncle_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.01E-01,2.67E-02
1918,25360,IDP_dMRI_TBSS_ICVF_Anterior_limb_of_internal_capsule_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.52E-01,3.03E-02
1919,25361,IDP_dMRI_TBSS_ICVF_Anterior_limb_of_internal_capsule_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.44E-01,2.99E-02
1920,25362,IDP_dMRI_TBSS_ICVF_Posterior_limb_of_internal_capsule_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.49E-01,3.22E-02
1921,25363,IDP_dMRI_TBSS_ICVF_Posterior_limb_of_internal_capsule_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.31E-01,3.18E-02
1922,25364,IDP_dMRI_TBSS_ICVF_Retrolenticular_part_of_internal_capsule_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.16E-01,3.65E-02
1923,25365,IDP_dMRI_TBSS_ICVF_Retrolenticular_part_of_internal_capsule_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,2.96E-01,3.51E-02
1924,25366,IDP_dMRI_TBSS_ICVF_Anterior_corona_radiata_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.65E-01,3.52E-02
1925,25367,IDP_dMRI_TBSS_ICVF_Anterior_corona_radiata_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.57E-01,3.58E-02
1926,25368,IDP_dMRI_TBSS_ICVF_Superior_corona_radiata_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.42E-01,3.45E-02
1927,25369,IDP_dMRI_TBSS_ICVF_Superior_corona_radiata_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.29E-01,3.37E-02
1928,25370,IDP_dMRI_TBSS_ICVF_Posterior_corona_radiata_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.29E-01,3.31E-02
1929,25371,IDP_dMRI_TBSS_ICVF_Posterior_corona_radiata_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.29E-01,3.28E-02
1930,25372,IDP_dMRI_TBSS_ICVF_Posterior_thalamic_radiation_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.03E-01,3.41E-02
1931,25373,IDP_dMRI_TBSS_ICVF_Posterior_thalamic_radiation_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.06E-01,3.27E-02
1932,25374,IDP_dMRI_TBSS_ICVF_Sagittal_stratum_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.17E-01,3.64E-02
1933,25375,IDP_dMRI_TBSS_ICVF_Sagittal_stratum_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.07E-01,3.64E-02
1934,25376,IDP_dMRI_TBSS_ICVF_External_capsule_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.12E-01,3.18E-02
1935,25377,IDP_dMRI_TBSS_ICVF_External_capsule_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.19E-01,3.22E-02
1936,25378,IDP_dMRI_TBSS_ICVF_Cingulum_cingulate_gyrus_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.52E-01,3.28E-02
1937,25379,IDP_dMRI_TBSS_ICVF_Cingulum_cingulate_gyrus_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.56E-01,3.43E-02
1938,25380,IDP_dMRI_TBSS_ICVF_Cingulum_hippocampus_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.05E-01,3.09E-02
1939,25381,IDP_dMRI_TBSS_ICVF_Cingulum_hippocampus_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.05E-01,3.04E-02
1940,25382,IDP_dMRI_TBSS_ICVF_Fornix_cres+Stria_terminalis_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.92E-01,3.12E-02
1941,25383,IDP_dMRI_TBSS_ICVF_Fornix_cres+Stria_terminalis_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.00E-01,3.32E-02
1942,25384,IDP_dMRI_TBSS_ICVF_Superior_longitudinal_fasciculus_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.66E-01,3.69E-02
1943,25385,IDP_dMRI_TBSS_ICVF_Superior_longitudinal_fasciculus_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,10490,10493,31355,31331,31340,3.54E-01,3.56E-02
1944,25386,IDP_dMRI_TBSS_ICVF_Superior_fronto-occipital_fasciculus_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.83E-01,2.44E-02
1945,25387,IDP_dMRI_TBSS_ICVF_Superior_fronto-occipital_fasciculus_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.88E-01,2.51E-02
1946,25388,IDP_dMRI_TBSS_ICVF_Uncinate_fasciculus_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.20E-01,3.24E-02
1947,25389,IDP_dMRI_TBSS_ICVF_Uncinate_fasciculus_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,3.06E-01,3.23E-02
1948,25390,IDP_dMRI_TBSS_ICVF_Tapetum_R,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.42E-01,2.32E-02
1949,25391,IDP_dMRI_TBSS_ICVF_Tapetum_L,,AU,float,11,WM tract ICVF,Mean ICVF (intra-cellular volume fraction) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20859,20841,20847,10496,-,-,31355,31331,31340,2.21E-01,2.36E-02
1950,25650,IDP_dMRI_ProbtrackX_ICVF_ar_l,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract left acoustic radiation (from dMRI data),20859,20841,20847,10495,-,-,31354,31330,31339,3.27E-01,3.22E-02
1951,25651,IDP_dMRI_ProbtrackX_ICVF_ar_r,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract right acoustic radiation (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,3.22E-01,3.17E-02
1952,25652,IDP_dMRI_ProbtrackX_ICVF_atr_l,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract left anterior thalamic radiation (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,3.48E-01,3.37E-02
1953,25653,IDP_dMRI_ProbtrackX_ICVF_atr_r,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract right anterior thalamic radiation (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,3.46E-01,3.32E-02
1954,25654,IDP_dMRI_ProbtrackX_ICVF_cgc_l,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,3.12E-01,3.09E-02
1955,25655,IDP_dMRI_ProbtrackX_ICVF_cgc_r,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,3.14E-01,2.95E-02
1956,25656,IDP_dMRI_ProbtrackX_ICVF_cgh_l,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract left parahippocampal part of cingulum (from dMRI data),20859,20841,20847,10495,-,-,31354,31330,31339,2.43E-01,2.77E-02
1957,25657,IDP_dMRI_ProbtrackX_ICVF_cgh_r,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract right parahippocampal part of cingulum (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,2.43E-01,2.68E-02
1958,25658,IDP_dMRI_ProbtrackX_ICVF_cst_l,,AU,float,11,WM tract ICVF,Weighted-mean ICVF (intra-cellular volume fraction) in tract left corticospinal tract (from dMRI data),20859,20841,20847,10495,10489,10492,31354,31330,31339,3.12E-01,3.07E-02
